TOP.5c59df19.000d4b8a	START
TOP.5c59e2ff.000965ad	user_options->rule_buf_l	:
TOP.5c59e2ff.000965ad	user_options->rule_buf_r	:
TOP.5c59e2ff.000965ad	user_options->session	2019-02-05
TOP.5c59e2ff.000965ad	user_options->limit	0
TOP.5c59e2ff.000965ad	user_options->skip	0
TOP.5c59e2ff.000965ad	user_options->attack_mode	3
TOP.5c59e2ff.000965ad	user_options->benchmark	0
TOP.5c59e2ff.000965ad	user_options->benchmark_all	0
TOP.5c59e2ff.000965ad	user_options->bitmap_max	18
TOP.5c59e2ff.000965ad	user_options->bitmap_min	16
TOP.5c59e2ff.000965ad	user_options->debug_mode	0
TOP.5c59e2ff.000965ad	user_options->example_hashes	0
TOP.5c59e2ff.000965ad	user_options->force	0
TOP.5c59e2ff.000965ad	user_options->hwmon_disable	1
TOP.5c59e2ff.000965ad	user_options->hwmon_temp_abort	0
TOP.5c59e2ff.000965ad	user_options->hash_mode	0
TOP.5c59e2ff.000965ad	user_options->hex_charset	0
TOP.5c59e2ff.000965ad	user_options->hex_salt	0
TOP.5c59e2ff.000965ad	user_options->hex_wordlist	0
TOP.5c59e2ff.000965ad	user_options->increment	1
TOP.5c59e2ff.000965ad	user_options->increment_max	7
TOP.5c59e2ff.000965ad	user_options->increment_min	4
TOP.5c59e2ff.000965ad	user_options->keep_guessing	0
TOP.5c59e2ff.000965ad	user_options->kernel_accel	0
TOP.5c59e2ff.000965ad	user_options->kernel_loops	0
TOP.5c59e2ff.000965ad	user_options->kernel_threads	0
TOP.5c59e2ff.000965ad	user_options->keyspace	0
TOP.5c59e2ff.000965ad	user_options->left	0
TOP.5c59e2ff.000965ad	user_options->logfile_disable	0
TOP.5c59e2ff.000965ad	user_options->loopback	0
TOP.5c59e2ff.000965ad	user_options->machine_readable	0
TOP.5c59e2ff.000965ad	user_options->markov_classic	0
TOP.5c59e2ff.000965ad	user_options->markov_disable	0
TOP.5c59e2ff.000965ad	user_options->markov_threshold	256
TOP.5c59e2ff.000965ad	user_options->opencl_info	0
TOP.5c59e2ff.000965ad	user_options->opencl_vector_width	0
TOP.5c59e2ff.000965ad	user_options->optimized_kernel_enable	1
TOP.5c59e2ff.000965ad	user_options->outfile_autohex	1
TOP.5c59e2ff.000965ad	user_options->outfile_check_timer	5
TOP.5c59e2ff.000965ad	user_options->outfile_format	3
TOP.5c59e2ff.000965ad	user_options->wordlist_autohex_disable	0
TOP.5c59e2ff.000965ad	user_options->potfile_disable	1
TOP.5c59e2ff.000965ad	user_options->progress_only	0
TOP.5c59e2ff.000965ad	user_options->quiet	0
TOP.5c59e2ff.000965ad	user_options->remove	1
TOP.5c59e2ff.000965ad	user_options->remove_timer	60
TOP.5c59e2ff.000965ad	user_options->restore	0
TOP.5c59e2ff.000965ad	user_options->restore_disable	0
TOP.5c59e2ff.000965ad	user_options->restore_timer	60
TOP.5c59e2ff.000965ad	user_options->rp_files_cnt	0
TOP.5c59e2ff.000965ad	user_options->rp_gen	0
TOP.5c59e2ff.000965ad	user_options->rp_gen_func_max	4
TOP.5c59e2ff.000965ad	user_options->rp_gen_func_min	1
TOP.5c59e2ff.000965ad	user_options->rp_gen_seed	0
TOP.5c59e2ff.000965ad	user_options->runtime	0
TOP.5c59e2ff.000965ad	user_options->scrypt_tmto	0
TOP.5c59e2ff.000965ad	user_options->segment_size	33554432
TOP.5c59e2ff.000965ad	user_options->self_test_disable	0
TOP.5c59e2ff.000965ad	user_options->slow_candidates	0
TOP.5c59e2ff.000965ad	user_options->show	0
TOP.5c59e2ff.000965ad	user_options->speed_only	0
TOP.5c59e2ff.000965ad	user_options->spin_damp	8
TOP.5c59e2ff.000965ad	user_options->status	1
TOP.5c59e2ff.000965ad	user_options->status_timer	60
TOP.5c59e2ff.000965ad	user_options->stdout_flag	0
TOP.5c59e2ff.000965ad	user_options->usage	0
TOP.5c59e2ff.000965ad	user_options->username	0
TOP.5c59e2ff.000965ad	user_options->veracrypt_pim	0
TOP.5c59e2ff.000965ad	user_options->version	0
TOP.5c59e2ff.000965ad	user_options->workload_profile	3
TOP.5c59e2ff.000965ad	user_options->brain_client	0
TOP.5c59e2ff.000965ad	user_options->brain_client_features	2
TOP.5c59e2ff.000965ad	user_options->brain_server	0
TOP.5c59e2ff.000965ad	user_options->brain_port	6863
TOP.5c59e2ff.000965ad	user_options->brain_session	0
TOP.5c59e2ff.000965ad	hashes->hashfile	C:\Users\vimal\Desktop\hashme.txt
TOP.5c59e2ff.000965ad	hashes->hashlist_mode	4
TOP.5c59e2ff.000965ad	hashes->hashlist_format	0
TOP.5c59e2ff.000965ad	hashes->hashes_cnt	0
TOP.5c59e2ff.000965ad	hashes->digests_cnt	1
TOP.5c59e2ff.000965ad	hashes->digests_done	0
TOP.5c59e2ff.000965ad	hashes->salts_cnt	1
TOP.5c59e2ff.000965ad	hashes->salts_done	0
TOP.5c59e2ff.000965ad	SUB.5c59e300.0008168e	START
TOP.5c59e2ff.000965ad	SUB.5c59e300.0008168e	mask_ctx->mask	?1?1?1?1
TOP.5c59e2ff.000965ad	SUB.5c59e300.0008168e	runtime_start	1549394688
TOP.5c59e2ff.000965ad	SUB.5c59e300.0008168e	runtime_stop	1549394688
TOP.5c59e2ff.000965ad	SUB.5c59e300.0008168e	status-after-work	5
TOP.5c59e2ff.000965ad	SUB.5c59e300.0008168e	STOP
TOP.5c59e2ff.000965ad	SUB.5c59e300.000a8dd3	START
TOP.5c59e2ff.000965ad	SUB.5c59e300.000a8dd3	mask_ctx->mask	?1?1?1?1?1
TOP.5c59e2ff.000965ad	SUB.5c59e300.000a8dd3	runtime_start	1549394688
TOP.5c59e2ff.000965ad	SUB.5c59e300.000a8dd3	runtime_stop	1549394688
TOP.5c59e2ff.000965ad	SUB.5c59e300.000a8dd3	status-after-work	5
TOP.5c59e2ff.000965ad	SUB.5c59e300.000a8dd3	STOP
TOP.5c59e2ff.000965ad	SUB.5c59e300.000e846e	START
TOP.5c59e2ff.000965ad	SUB.5c59e300.000e846e	mask_ctx->mask	?1?1?1?1?1?1
TOP.5c59e2ff.000965ad	SUB.5c59e300.000e846e	runtime_start	1549394689
TOP.5c59e2ff.000965ad	SUB.5c59e300.000e846e	runtime_stop	1549394690
TOP.5c59e2ff.000965ad	SUB.5c59e300.000e846e	status-after-work	5
TOP.5c59e2ff.000965ad	SUB.5c59e300.000e846e	STOP
TOP.5c59e2ff.000965ad	SUB.5c59e302.000072a4	START
TOP.5c59e2ff.000965ad	SUB.5c59e302.000072a4	mask_ctx->mask	?1?1?1?1?1?1?1
TOP.5c59e2ff.000965ad	SUB.5c59e302.000072a4	runtime_start	1549394690
TOP.5c59e2ff.000965ad	SUB.5c59e302.000072a4	runtime_stop	1549394699
TOP.5c59e2ff.000965ad	SUB.5c59e302.000072a4	status-after-work	8
TOP.5c59e2ff.000965ad	SUB.5c59e302.000072a4	STOP
TOP.5c59e2ff.000965ad	proc_start	1549394687
TOP.5c59e2ff.000965ad	proc_stop	1549394701
TOP.5c59e2ff.000965ad	STOP
TOP.5c59e337.000b19c1	START
TOP.5c59e337.000b19c1	user_options->separator	:
TOP.5c59e337.000b19c1	user_options->custom_charset_1	?l
TOP.5c59e337.000b19c1	user_options->encoding_from	utf-8
TOP.5c59e337.000b19c1	user_options->encoding_to	utf-8
TOP.5c59e337.000b19c1	user_options->opencl_device_types	1
TOP.5c59e337.000b19c1	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e337.000b19c1	user_options->rule_buf_l	:
TOP.5c59e337.000b19c1	user_options->rule_buf_r	:
TOP.5c59e337.000b19c1	user_options->session	2019-02-05
TOP.5c59e337.000b19c1	user_options->limit	0
TOP.5c59e337.000b19c1	user_options->skip	0
TOP.5c59e337.000b19c1	user_options->attack_mode	3
TOP.5c59e337.000b19c1	user_options->benchmark	0
TOP.5c59e337.000b19c1	user_options->benchmark_all	0
TOP.5c59e337.000b19c1	user_options->bitmap_max	18
TOP.5c59e337.000b19c1	user_options->bitmap_min	16
TOP.5c59e337.000b19c1	user_options->debug_mode	0
TOP.5c59e337.000b19c1	user_options->example_hashes	0
TOP.5c59e337.000b19c1	user_options->force	0
TOP.5c59e337.000b19c1	user_options->hwmon_disable	1
TOP.5c59e337.000b19c1	user_options->hwmon_temp_abort	0
TOP.5c59e337.000b19c1	user_options->hash_mode	0
TOP.5c59e337.000b19c1	user_options->hex_charset	0
TOP.5c59e337.000b19c1	user_options->hex_salt	0
TOP.5c59e337.000b19c1	user_options->hex_wordlist	0
TOP.5c59e337.000b19c1	user_options->increment	1
TOP.5c59e337.000b19c1	user_options->increment_max	7
TOP.5c59e337.000b19c1	user_options->increment_min	4
TOP.5c59e337.000b19c1	user_options->keep_guessing	0
TOP.5c59e337.000b19c1	user_options->kernel_accel	0
TOP.5c59e337.000b19c1	user_options->kernel_loops	0
TOP.5c59e337.000b19c1	user_options->kernel_threads	0
TOP.5c59e337.000b19c1	user_options->keyspace	0
TOP.5c59e337.000b19c1	user_options->left	0
TOP.5c59e337.000b19c1	user_options->logfile_disable	0
TOP.5c59e337.000b19c1	user_options->loopback	0
TOP.5c59e337.000b19c1	user_options->machine_readable	0
TOP.5c59e337.000b19c1	user_options->markov_classic	0
TOP.5c59e337.000b19c1	user_options->markov_disable	0
TOP.5c59e337.000b19c1	user_options->markov_threshold	256
TOP.5c59e337.000b19c1	user_options->opencl_info	0
TOP.5c59e337.000b19c1	user_options->opencl_vector_width	0
TOP.5c59e337.000b19c1	user_options->optimized_kernel_enable	1
TOP.5c59e337.000b19c1	user_options->outfile_autohex	1
TOP.5c59e337.000b19c1	user_options->outfile_check_timer	5
TOP.5c59e337.000b19c1	user_options->outfile_format	3
TOP.5c59e337.000b19c1	user_options->wordlist_autohex_disable	0
TOP.5c59e337.000b19c1	user_options->potfile_disable	0
TOP.5c59e337.000b19c1	user_options->progress_only	0
TOP.5c59e337.000b19c1	user_options->quiet	0
TOP.5c59e337.000b19c1	user_options->remove	1
TOP.5c59e337.000b19c1	user_options->remove_timer	60
TOP.5c59e337.000b19c1	user_options->restore	0
TOP.5c59e337.000b19c1	user_options->restore_disable	0
TOP.5c59e337.000b19c1	user_options->restore_timer	60
TOP.5c59e337.000b19c1	user_options->rp_files_cnt	0
TOP.5c59e337.000b19c1	user_options->rp_gen	0
TOP.5c59e337.000b19c1	user_options->rp_gen_func_max	4
TOP.5c59e337.000b19c1	user_options->rp_gen_func_min	1
TOP.5c59e337.000b19c1	user_options->rp_gen_seed	0
TOP.5c59e337.000b19c1	user_options->runtime	0
TOP.5c59e337.000b19c1	user_options->scrypt_tmto	0
TOP.5c59e337.000b19c1	user_options->segment_size	33554432
TOP.5c59e337.000b19c1	user_options->self_test_disable	0
TOP.5c59e337.000b19c1	user_options->slow_candidates	0
TOP.5c59e337.000b19c1	user_options->show	0
TOP.5c59e337.000b19c1	user_options->speed_only	0
TOP.5c59e337.000b19c1	user_options->spin_damp	8
TOP.5c59e337.000b19c1	user_options->status	1
TOP.5c59e337.000b19c1	user_options->status_timer	60
TOP.5c59e337.000b19c1	user_options->stdout_flag	0
TOP.5c59e337.000b19c1	user_options->usage	0
TOP.5c59e337.000b19c1	user_options->username	0
TOP.5c59e337.000b19c1	user_options->veracrypt_pim	0
TOP.5c59e337.000b19c1	user_options->version	0
TOP.5c59e337.000b19c1	user_options->workload_profile	3
TOP.5c59e337.000b19c1	user_options->brain_client	0
TOP.5c59e337.000b19c1	user_options->brain_client_features	2
TOP.5c59e337.000b19c1	user_options->brain_server	0
TOP.5c59e337.000b19c1	user_options->brain_port	6863
TOP.5c59e337.000b19c1	user_options->brain_session	0
TOP.5c59e337.000b19c1	hashes->hashfile	C:\Users\vimal\Desktop\hashme.txt
TOP.5c59e337.000b19c1	hashes->hashlist_mode	4
TOP.5c59e337.000b19c1	hashes->hashlist_format	0
TOP.5c59e337.000b19c1	hashes->hashes_cnt	0
TOP.5c59e337.000b19c1	hashes->digests_cnt	1
TOP.5c59e337.000b19c1	hashes->digests_done	0
TOP.5c59e337.000b19c1	hashes->salts_cnt	1
TOP.5c59e337.000b19c1	hashes->salts_done	0
TOP.5c59e337.000b19c1	SUB.5c59e338.0009ae1e	START
TOP.5c59e337.000b19c1	SUB.5c59e338.0009ae1e	mask_ctx->mask	?1?1?1?1
TOP.5c59e337.000b19c1	SUB.5c59e338.0009ae1e	runtime_start	1549394744
TOP.5c59e337.000b19c1	SUB.5c59e338.0009ae1e	runtime_stop	1549394744
TOP.5c59e337.000b19c1	SUB.5c59e338.0009ae1e	status-after-work	5
TOP.5c59e337.000b19c1	SUB.5c59e338.0009ae1e	STOP
TOP.5c59e337.000b19c1	SUB.5c59e338.000c1a0a	START
TOP.5c59e337.000b19c1	SUB.5c59e338.000c1a0a	mask_ctx->mask	?1?1?1?1?1
TOP.5c59e337.000b19c1	SUB.5c59e338.000c1a0a	runtime_start	1549394744
TOP.5c59e337.000b19c1	SUB.5c59e338.000c1a0a	runtime_stop	1549394745
TOP.5c59e337.000b19c1	SUB.5c59e338.000c1a0a	status-after-work	5
TOP.5c59e337.000b19c1	SUB.5c59e338.000c1a0a	STOP
TOP.5c59e337.000b19c1	SUB.5c59e339.0001a308	START
TOP.5c59e337.000b19c1	SUB.5c59e339.0001a308	mask_ctx->mask	?1?1?1?1?1?1
TOP.5c59e337.000b19c1	SUB.5c59e339.0001a308	runtime_start	1549394745
TOP.5c59e337.000b19c1	SUB.5c59e339.0001a308	runtime_stop	1549394746
TOP.5c59e337.000b19c1	SUB.5c59e339.0001a308	status-after-work	5
TOP.5c59e337.000b19c1	SUB.5c59e339.0001a308	STOP
TOP.5c59e337.000b19c1	SUB.5c59e33a.0004c1e5	START
TOP.5c59e337.000b19c1	SUB.5c59e33a.0004c1e5	mask_ctx->mask	?1?1?1?1?1?1?1
TOP.5c59e337.000b19c1	SUB.5c59e33a.0004c1e5	runtime_start	1549394746
TOP.5c59e337.000b19c1	SUB.5c59e33a.0004c1e5	runtime_stop	1549394757
TOP.5c59e337.000b19c1	SUB.5c59e33a.0004c1e5	status-after-work	8
TOP.5c59e337.000b19c1	SUB.5c59e33a.0004c1e5	STOP
TOP.5c59e337.000b19c1	proc_start	1549394743
TOP.5c59e337.000b19c1	proc_stop	1549394759
TOP.5c59e337.000b19c1	STOP
TOP.5c59e353.00091f67	START
TOP.5c59e353.00091f67	user_options->separator	:
TOP.5c59e353.00091f67	user_options->custom_charset_1	?l
TOP.5c59e353.00091f67	user_options->encoding_from	utf-8
TOP.5c59e353.00091f67	user_options->encoding_to	utf-8
TOP.5c59e353.00091f67	user_options->opencl_device_types	1
TOP.5c59e353.00091f67	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e353.00091f67	user_options->rule_buf_l	:
TOP.5c59e353.00091f67	user_options->rule_buf_r	:
TOP.5c59e353.00091f67	user_options->session	2019-02-05
TOP.5c59e353.00091f67	user_options->limit	0
TOP.5c59e353.00091f67	user_options->skip	0
TOP.5c59e353.00091f67	user_options->attack_mode	3
TOP.5c59e353.00091f67	user_options->benchmark	0
TOP.5c59e353.00091f67	user_options->benchmark_all	0
TOP.5c59e353.00091f67	user_options->bitmap_max	18
TOP.5c59e353.00091f67	user_options->bitmap_min	16
TOP.5c59e353.00091f67	user_options->debug_mode	0
TOP.5c59e353.00091f67	user_options->example_hashes	0
TOP.5c59e353.00091f67	user_options->force	0
TOP.5c59e353.00091f67	user_options->hwmon_disable	1
TOP.5c59e353.00091f67	user_options->hwmon_temp_abort	0
TOP.5c59e353.00091f67	user_options->hash_mode	0
TOP.5c59e353.00091f67	user_options->hex_charset	0
TOP.5c59e353.00091f67	user_options->hex_salt	0
TOP.5c59e353.00091f67	user_options->hex_wordlist	0
TOP.5c59e353.00091f67	user_options->increment	1
TOP.5c59e353.00091f67	user_options->increment_max	7
TOP.5c59e353.00091f67	user_options->increment_min	4
TOP.5c59e353.00091f67	user_options->keep_guessing	0
TOP.5c59e353.00091f67	user_options->kernel_accel	0
TOP.5c59e353.00091f67	user_options->kernel_loops	0
TOP.5c59e353.00091f67	user_options->kernel_threads	0
TOP.5c59e353.00091f67	user_options->keyspace	0
TOP.5c59e353.00091f67	user_options->left	0
TOP.5c59e353.00091f67	user_options->logfile_disable	0
TOP.5c59e353.00091f67	user_options->loopback	0
TOP.5c59e353.00091f67	user_options->machine_readable	0
TOP.5c59e353.00091f67	user_options->markov_classic	0
TOP.5c59e353.00091f67	user_options->markov_disable	0
TOP.5c59e353.00091f67	user_options->markov_threshold	256
TOP.5c59e353.00091f67	user_options->opencl_info	0
TOP.5c59e353.00091f67	user_options->opencl_vector_width	0
TOP.5c59e353.00091f67	user_options->optimized_kernel_enable	1
TOP.5c59e353.00091f67	user_options->outfile_autohex	1
TOP.5c59e353.00091f67	user_options->outfile_check_timer	5
TOP.5c59e353.00091f67	user_options->outfile_format	3
TOP.5c59e353.00091f67	user_options->wordlist_autohex_disable	0
TOP.5c59e353.00091f67	user_options->potfile_disable	0
TOP.5c59e353.00091f67	user_options->progress_only	0
TOP.5c59e353.00091f67	user_options->quiet	0
TOP.5c59e353.00091f67	user_options->remove	1
TOP.5c59e353.00091f67	user_options->remove_timer	60
TOP.5c59e353.00091f67	user_options->restore	0
TOP.5c59e353.00091f67	user_options->restore_disable	0
TOP.5c59e353.00091f67	user_options->restore_timer	60
TOP.5c59e353.00091f67	user_options->rp_files_cnt	0
TOP.5c59e353.00091f67	user_options->rp_gen	0
TOP.5c59e353.00091f67	user_options->rp_gen_func_max	4
TOP.5c59e353.00091f67	user_options->rp_gen_func_min	1
TOP.5c59e353.00091f67	user_options->rp_gen_seed	0
TOP.5c59e353.00091f67	user_options->runtime	0
TOP.5c59e353.00091f67	user_options->scrypt_tmto	0
TOP.5c59e353.00091f67	user_options->segment_size	33554432
TOP.5c59e353.00091f67	user_options->self_test_disable	0
TOP.5c59e353.00091f67	user_options->slow_candidates	0
TOP.5c59e353.00091f67	user_options->show	0
TOP.5c59e353.00091f67	user_options->speed_only	0
TOP.5c59e353.00091f67	user_options->spin_damp	8
TOP.5c59e353.00091f67	user_options->status	1
TOP.5c59e353.00091f67	user_options->status_timer	60
TOP.5c59e353.00091f67	user_options->stdout_flag	0
TOP.5c59e353.00091f67	user_options->usage	0
TOP.5c59e353.00091f67	user_options->username	0
TOP.5c59e353.00091f67	user_options->veracrypt_pim	0
TOP.5c59e353.00091f67	user_options->version	0
TOP.5c59e353.00091f67	user_options->workload_profile	3
TOP.5c59e353.00091f67	user_options->brain_client	0
TOP.5c59e353.00091f67	user_options->brain_client_features	2
TOP.5c59e353.00091f67	user_options->brain_server	0
TOP.5c59e353.00091f67	user_options->brain_port	6863
TOP.5c59e353.00091f67	user_options->brain_session	0
TOP.5c59e353.00091f67	hashes->hashfile	C:\Users\vimal\Desktop\hashme.txt
TOP.5c59e353.00091f67	hashes->hashlist_mode	4
TOP.5c59e353.00091f67	hashes->hashlist_format	0
TOP.5c59e353.00091f67	hashes->hashes_cnt	0
TOP.5c59e353.00091f67	hashes->digests_cnt	1
TOP.5c59e353.00091f67	hashes->digests_done	0
TOP.5c59e353.00091f67	hashes->salts_cnt	1
TOP.5c59e353.00091f67	hashes->salts_done	0
TOP.5c59e353.00091f67	SUB.5c59e354.0007f623	START
TOP.5c59e353.00091f67	SUB.5c59e354.0007f623	mask_ctx->mask	?a?a?a?a
TOP.5c59e353.00091f67	SUB.5c59e354.0007f623	runtime_start	1549394772
TOP.5c59e353.00091f67	SUB.5c59e354.0007f623	runtime_stop	1549394773
TOP.5c59e353.00091f67	SUB.5c59e354.0007f623	status-after-work	5
TOP.5c59e353.00091f67	SUB.5c59e354.0007f623	STOP
TOP.5c59e353.00091f67	SUB.5c59e355.0000bb78	START
TOP.5c59e353.00091f67	SUB.5c59e355.0000bb78	mask_ctx->mask	?a?a?a?a?a
TOP.5c59e353.00091f67	SUB.5c59e355.0000bb78	runtime_start	1549394773
TOP.5c59e353.00091f67	SUB.5c59e355.0000bb78	runtime_stop	1549394774
TOP.5c59e353.00091f67	SUB.5c59e355.0000bb78	status-after-work	6
TOP.5c59e353.00091f67	SUB.5c59e355.0000bb78	STOP
TOP.5c59e353.00091f67	proc_start	1549394771
TOP.5c59e353.00091f67	proc_stop	1549394774
TOP.5c59e353.00091f67	STOP
TOP.5c59e37f.000a1947	START
TOP.5c59e37f.000a1947	user_options->separator	:
TOP.5c59e37f.000a1947	user_options->custom_charset_1	?l
TOP.5c59e37f.000a1947	user_options->encoding_from	utf-8
TOP.5c59e37f.000a1947	user_options->encoding_to	utf-8
TOP.5c59e37f.000a1947	user_options->opencl_device_types	1
TOP.5c59e37f.000a1947	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e37f.000a1947	user_options->rule_buf_l	:
TOP.5c59e37f.000a1947	user_options->rule_buf_r	:
TOP.5c59e37f.000a1947	user_options->session	2019-02-05
TOP.5c59e37f.000a1947	user_options->limit	0
TOP.5c59e37f.000a1947	user_options->skip	0
TOP.5c59e37f.000a1947	user_options->attack_mode	3
TOP.5c59e37f.000a1947	user_options->benchmark	0
TOP.5c59e37f.000a1947	user_options->benchmark_all	0
TOP.5c59e37f.000a1947	user_options->bitmap_max	18
TOP.5c59e37f.000a1947	user_options->bitmap_min	16
TOP.5c59e37f.000a1947	user_options->debug_mode	0
TOP.5c59e37f.000a1947	user_options->example_hashes	0
TOP.5c59e37f.000a1947	user_options->force	0
TOP.5c59e37f.000a1947	user_options->hwmon_disable	1
TOP.5c59e37f.000a1947	user_options->hwmon_temp_abort	0
TOP.5c59e37f.000a1947	user_options->hash_mode	0
TOP.5c59e37f.000a1947	user_options->hex_charset	0
TOP.5c59e37f.000a1947	user_options->hex_salt	0
TOP.5c59e37f.000a1947	user_options->hex_wordlist	0
TOP.5c59e37f.000a1947	user_options->increment	1
TOP.5c59e37f.000a1947	user_options->increment_max	7
TOP.5c59e37f.000a1947	user_options->increment_min	4
TOP.5c59e37f.000a1947	user_options->keep_guessing	0
TOP.5c59e37f.000a1947	user_options->kernel_accel	0
TOP.5c59e37f.000a1947	user_options->kernel_loops	0
TOP.5c59e37f.000a1947	user_options->kernel_threads	0
TOP.5c59e37f.000a1947	user_options->keyspace	0
TOP.5c59e37f.000a1947	user_options->left	0
TOP.5c59e37f.000a1947	user_options->logfile_disable	0
TOP.5c59e37f.000a1947	user_options->loopback	0
TOP.5c59e37f.000a1947	user_options->machine_readable	0
TOP.5c59e37f.000a1947	user_options->markov_classic	0
TOP.5c59e37f.000a1947	user_options->markov_disable	0
TOP.5c59e37f.000a1947	user_options->markov_threshold	256
TOP.5c59e37f.000a1947	user_options->opencl_info	0
TOP.5c59e37f.000a1947	user_options->opencl_vector_width	0
TOP.5c59e37f.000a1947	user_options->optimized_kernel_enable	1
TOP.5c59e37f.000a1947	user_options->outfile_autohex	1
TOP.5c59e37f.000a1947	user_options->outfile_check_timer	5
TOP.5c59e37f.000a1947	user_options->outfile_format	3
TOP.5c59e37f.000a1947	user_options->wordlist_autohex_disable	0
TOP.5c59e37f.000a1947	user_options->potfile_disable	0
TOP.5c59e37f.000a1947	user_options->progress_only	0
TOP.5c59e37f.000a1947	user_options->quiet	0
TOP.5c59e37f.000a1947	user_options->remove	1
TOP.5c59e37f.000a1947	user_options->remove_timer	60
TOP.5c59e37f.000a1947	user_options->restore	0
TOP.5c59e37f.000a1947	user_options->restore_disable	0
TOP.5c59e37f.000a1947	user_options->restore_timer	60
TOP.5c59e37f.000a1947	user_options->rp_files_cnt	0
TOP.5c59e37f.000a1947	user_options->rp_gen	0
TOP.5c59e37f.000a1947	user_options->rp_gen_func_max	4
TOP.5c59e37f.000a1947	user_options->rp_gen_func_min	1
TOP.5c59e37f.000a1947	user_options->rp_gen_seed	0
TOP.5c59e37f.000a1947	user_options->runtime	0
TOP.5c59e37f.000a1947	user_options->scrypt_tmto	0
TOP.5c59e37f.000a1947	user_options->segment_size	33554432
TOP.5c59e37f.000a1947	user_options->self_test_disable	0
TOP.5c59e37f.000a1947	user_options->slow_candidates	0
TOP.5c59e37f.000a1947	user_options->show	0
TOP.5c59e37f.000a1947	user_options->speed_only	0
TOP.5c59e37f.000a1947	user_options->spin_damp	8
TOP.5c59e37f.000a1947	user_options->status	1
TOP.5c59e37f.000a1947	user_options->status_timer	60
TOP.5c59e37f.000a1947	user_options->stdout_flag	0
TOP.5c59e37f.000a1947	user_options->usage	0
TOP.5c59e37f.000a1947	user_options->username	0
TOP.5c59e37f.000a1947	user_options->veracrypt_pim	0
TOP.5c59e37f.000a1947	user_options->version	0
TOP.5c59e37f.000a1947	user_options->workload_profile	3
TOP.5c59e37f.000a1947	user_options->brain_client	0
TOP.5c59e37f.000a1947	user_options->brain_client_features	2
TOP.5c59e37f.000a1947	user_options->brain_server	0
TOP.5c59e37f.000a1947	user_options->brain_port	6863
TOP.5c59e37f.000a1947	user_options->brain_session	0
TOP.5c59e37f.000a1947	proc_start	1549394815
TOP.5c59e37f.000a1947	proc_stop	1549394815
TOP.5c59e37f.000a1947	STOP
TOP.5c59e3a9.000e7c8e	START
TOP.5c59e3a9.000e7c8e	user_options->separator	:
TOP.5c59e3a9.000e7c8e	user_options->custom_charset_1	?l
TOP.5c59e3a9.000e7c8e	user_options->encoding_from	utf-8
TOP.5c59e3a9.000e7c8e	user_options->encoding_to	utf-8
TOP.5c59e3a9.000e7c8e	user_options->opencl_device_types	1
TOP.5c59e3a9.000e7c8e	user_options->outfile	C:\Users\vimal\Desktop\chashed.txt
TOP.5c59e3a9.000e7c8e	user_options->rule_buf_l	:
TOP.5c59e3a9.000e7c8e	user_options->rule_buf_r	:
TOP.5c59e3a9.000e7c8e	user_options->session	2019-02-05
TOP.5c59e3a9.000e7c8e	user_options->limit	0
TOP.5c59e3a9.000e7c8e	user_options->skip	0
TOP.5c59e3a9.000e7c8e	user_options->attack_mode	3
TOP.5c59e3a9.000e7c8e	user_options->benchmark	0
TOP.5c59e3a9.000e7c8e	user_options->benchmark_all	0
TOP.5c59e3a9.000e7c8e	user_options->bitmap_max	18
TOP.5c59e3a9.000e7c8e	user_options->bitmap_min	16
TOP.5c59e3a9.000e7c8e	user_options->debug_mode	0
TOP.5c59e3a9.000e7c8e	user_options->example_hashes	0
TOP.5c59e3a9.000e7c8e	user_options->force	0
TOP.5c59e3a9.000e7c8e	user_options->hwmon_disable	1
TOP.5c59e3a9.000e7c8e	user_options->hwmon_temp_abort	0
TOP.5c59e3a9.000e7c8e	user_options->hash_mode	0
TOP.5c59e3a9.000e7c8e	user_options->hex_charset	0
TOP.5c59e3a9.000e7c8e	user_options->hex_salt	0
TOP.5c59e3a9.000e7c8e	user_options->hex_wordlist	0
TOP.5c59e3a9.000e7c8e	user_options->increment	1
TOP.5c59e3a9.000e7c8e	user_options->increment_max	7
TOP.5c59e3a9.000e7c8e	user_options->increment_min	4
TOP.5c59e3a9.000e7c8e	user_options->keep_guessing	0
TOP.5c59e3a9.000e7c8e	user_options->kernel_accel	0
TOP.5c59e3a9.000e7c8e	user_options->kernel_loops	0
TOP.5c59e3a9.000e7c8e	user_options->kernel_threads	0
TOP.5c59e3a9.000e7c8e	user_options->keyspace	0
TOP.5c59e3a9.000e7c8e	user_options->left	0
TOP.5c59e3a9.000e7c8e	user_options->logfile_disable	0
TOP.5c59e3a9.000e7c8e	user_options->loopback	0
TOP.5c59e3a9.000e7c8e	user_options->machine_readable	0
TOP.5c59e3a9.000e7c8e	user_options->markov_classic	0
TOP.5c59e3a9.000e7c8e	user_options->markov_disable	0
TOP.5c59e3a9.000e7c8e	user_options->markov_threshold	256
TOP.5c59e3a9.000e7c8e	user_options->opencl_info	0
TOP.5c59e3a9.000e7c8e	user_options->opencl_vector_width	0
